# Wordlist

# DATA
ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT	STRUCTURE
365	SayulaPopoluca-37_hand-1	SayulaPopoluca	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	7	7.K.C 7.E.V 7.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
366	OlutaPopoluca-37_hand-1	OlutaPopoluca	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	4	4.K.C 4.E.V 4.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
367	TexistepecZoque-37_hand-1	TexistepecZoque	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	10	10.K.C 10.E.V 10.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
368	SoteapanZoque-37_hand-1	SoteapanZoque	HAND	hand	kə	kə	k ə	1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	kə	0	279	k ə - -	c v
369	SantaMariaChimalapaZoque-37_hand-1	SantaMariaChimalapaZoque	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	6	6.K.C 6.E.V 6.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
370	SanMiguelChimalapaZoque-37_hand-1	SanMiguelChimalapaZoque	HAND	hand	tsaŋ-kuyʔ	tsaŋ-kuyʔ	ts a ŋ + k u j ʔ	2 7 4 9 1 7 6 1	AXN_AXLN	CAN_KYJH	5	5.C.C 5.A.V 5.N.c 5._._ 5.K.C 5.Y.V 5.J.c 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.1 0.8	tsaŋ+kujʔ	0	283	ts a ŋ + k u j ʔ	c v c + c v c c
371	ChiapasZoque-37_hand-1	ChiapasZoque	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	1	1.K.C 1.E.V 1.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
#
372	NorthHighlandMixe-38_head-1	NorthHighlandMixe	HEAD	head	kuvahk	kuvahk	k u v a h k	1 7 3 7 3 1	AXBYLN	KYBAHK	3	3.K.C 3.Y.V 3.B.C 3.A.V 3.H.c 3.K.c	2.0 1.5 1.75 1.3 1.1 0.8	kuvahk	0	284	k u - v a h k	c v c v c c
373	SouthHighlandMixe-38_head-1	SouthHighlandMixe	HEAD	head	kəpaahk	kəpaahk	k ə p aː h k	1 7 1 7 3 1	AXBYLN	KEPAHK	9	9.K.C 9.E.V 9.P.C 9.A.V 9.H.c 9.K.c	2.0 1.5 1.75 1.3 1.1 0.8	kəpaːhk	0	284	k ə - p aː h k	c v c v c c
374	LowlandMixe-38_head-1	LowlandMixe	HEAD	head	kowahk	kowahk	k o w a h k	1 7 6 7 3 1	AXBYLN	KUWAHK	2	2.K.C 2.U.V 2.W.C 2.A.V 2.H.c 2.K.c	2.0 1.5 1.75 1.3 1.1 0.8	kowahk	0	284	k o - w a h k	c v c v c c
375	SayulaPopoluca-38_head-1	SayulaPopoluca	HEAD	head	kopak	kopak	k o p a k	1 7 1 7 1	AXBYN	KUPAK	7	7.K.C 7.U.V 7.P.C 7.A.V 7.K.c	2.0 1.5 1.75 1.3 0.8	kopak	0	284	k o - p a - k	c v c v c
376	OlutaPopoluca-38_head-1	OlutaPopoluca	HEAD	head	koʔpaʔk	koʔpaʔk	k o ʔ p a ʔ k	1 7 1 1 7 1 1	AXMBYLN	KUHPAHK	4	4.K.C 4.U.V 4.H.c 4.P.C 4.A.V 4.H.c 4.K.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	koʔpaʔk	0	284	k o ʔ p a ʔ k	c v c c v c c
377	TexistepecZoque-38_head-1	TexistepecZoque	HEAD	head	kopək	kopək	k o p ə k	1 7 1 7 1	AXBYN	KUPEK	10	10.K.C 10.U.V 10.P.C 10.E.V 10.K.c	2.0 1.5 1.75 1.3 0.8	kopək	0	284	k o - p ə - k	c v c v c
378	SoteapanZoque-38_head-1	SoteapanZoque	HEAD	head	koobak	koobak	k oː b a k	1 7 1 7 1	AXBYN	KUPAK	8	8.K.C 8.U.V 8.P.C 8.A.V 8.K.c	2.0 1.5 1.75 1.3 0.8	koːbak	0	284	k oː - b a - k	c v c v c
379	SantaMariaChimalapaZoque-38_head-1	SantaMariaChimalapaZoque	HEAD	head	waʔy	waʔy	w a ʔ j	6 7 1 6	AXBC	WAHJ	6	6.W.C 6.A.V 6.H.C 6.J.C	2.0 1.5 1.75 1.5	waʔj	1	289	w a ʔ j	c v c c
380	SanMiguelChimalapaZoque-38_head-1	SanMiguelChimalapaZoque	HEAD	head	kopak	kopak	k o p a k	1 7 1 7 1	AXBYN	KUPAK	5	5.K.C 5.U.V 5.P.C 5.A.V 5.K.c	2.0 1.5 1.75 1.3 0.8	kopak	0	284	k o - p a - k	c v c v c
381	ChiapasZoque-38_head-1	ChiapasZoque	HEAD	head	kopak	kopak	k o p a k	1 7 1 7 1	AXBYN	KUPAK	1	1.K.C 1.U.V 1.P.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 0.8	kopak	0	284	k o - p a - k	c v c v c
#
382	NorthHighlandMixe-39_hear-1	NorthHighlandMixe	HEAR	hear	motu	motu	m o t u	4 7 1 7	AXBZ	MUTY	3	3.M.C 3.U.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	motu	0	290	m o t u -	c v c v
383	SouthHighlandMixe-39_hear-1	SouthHighlandMixe	HEAR	hear	mətoo	mətoo	m ə t oː	4 7 1 7	AXBZ	METU	9	9.M.C 9.E.V 9.T.C 9.U.V	2.0 1.5 1.75 0.8	mətoː	0	290	m ə t oː -	c v c v
384	LowlandMixe-39_hear-1	LowlandMixe	HEAR	hear	mədoogugəʔ	mədoogugəʔ	m ə d oː g u g ə ʔ	4 7 1 7 1 7 1 7 1	AXBYBYBYN	METUKYKEH	2	2.M.C 2.E.V 2.T.C 2.U.V 2.K.C 2.Y.V 2.K.C 2.E.V 2.H.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	mədoːgugəʔ	0	291	m ə d oː g u g ə ʔ	c v c v c v c v c
385	SayulaPopoluca-39_hear-1	SayulaPopoluca	HEAR	hear	maraw	maraw	m a r a w	4 7 5 7 6	AXBYN	MARAW	7	7.M.C 7.A.V 7.R.C 7.A.V 7.W.c	2.0 1.5 1.75 1.3 0.8	maraw	0	296	m a r a w	c v c v c
386	OlutaPopoluca-39_hear-1	OlutaPopoluca	HEAR	hear	motov	motov	m o t o v	4 7 1 7 3	AXBYN	MUTUB	4	4.M.C 4.U.V 4.T.C 4.U.V 4.B.c	2.0 1.5 1.75 1.3 0.8	motov	0	290	m o t o v	c v c v c
387	TexistepecZoque-39_hear-1	TexistepecZoque	HEAR	hear	batəŋ	batəŋ	b a t ə ŋ	1 7 1 7 4	AXBYN	PATEN	10	10.P.C 10.A.V 10.T.C 10.E.V 10.N.c	2.0 1.5 1.75 1.3 0.8	batəŋ	0	299	b a t ə ŋ	c v c v c
388	SoteapanZoque-39_hear-1	SoteapanZoque	HEAR	hear	aŋ-təən	aŋ-təən	a ŋ + t əː n	7 4 9 1 7 4	XN_AXN	AN_TEN	8	8.A.V 8.N.c 8._._ 8.T.C 8.E.V 8.N.c	1.5 0.8 0.0 2.0 1.5 0.8	aŋ+təːn	0	297	a ŋ + t əː n	v c + c v c
389	SantaMariaChimalapaZoque-39_hear-1	SantaMariaChimalapaZoque	HEAR	hear	matoŋ	matoŋ	m a t o ŋ	4 7 1 7 4	AXBYN	MATUN	6	6.M.C 6.A.V 6.T.C 6.U.V 6.N.c	2.0 1.5 1.75 1.3 0.8	matoŋ	0	290	m a t o ŋ	c v c v c
390	SanMiguelChimalapaZoque-39_hear-1	SanMiguelChimalapaZoque	HEAR	hear	matoŋ	matoŋ	m a t o ŋ	4 7 1 7 4	AXBYN	MATUN	5	5.M.C 5.A.V 5.T.C 5.U.V 5.N.c	2.0 1.5 1.75 1.3 0.8	matoŋ	0	290	m a t o ŋ	c v c v c
391	ChiapasZoque-39_hear-1	ChiapasZoque	HEAR	hear	matoŋ	matoŋ	m a t o ŋ	4 7 1 7 4	AXBYN	MATUN	1	1.M.C 1.A.V 1.T.C 1.U.V 1.N.c	2.0 1.5 1.75 1.3 0.8	matoŋ	0	290	m a t o ŋ	c v c v c
#
392	NorthHighlandMixe-40_heart-1	NorthHighlandMixe	HEART	heart	haʔvin	haʔvin	h a ʔ v i n	3 7 1 3 7 4	AXBCYN	HAHBIN	3	3.H.C 3.A.V 3.H.C 3.B.C 3.I.V 3.N.c	2.0 1.5 1.75 1.5 1.3 0.8	haʔvin	0	302	h a ʔ v i n	c v c c v c
393	SouthHighlandMixe-40_heart-1	SouthHighlandMixe	HEART	heart	anmə-haʔan	anmə-haʔan	a n m ə + h a ʔ a n	7 4 4 7 9 3 7 1 7 4	XMBZ_AXBYN	ANME_HAHAN	9	9.A.V 9.N.c 9.M.C 9.E.V 9._._ 9.H.C 9.A.V 9.H.C 9.A.V 9.N.c	1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	anmə+haʔan	0	307	a n m ə + h a ʔ a n	v c c v + c v c v c
394	LowlandMixe-40_heart-1	LowlandMixe	HEART	heart	huuky-hot	huuky-hot	h uː k j + h o t	3 7 1 6 9 3 7 1	AXBC_AXN	HYKJ_HUT	2	2.H.C 2.Y.V 2.K.C 2.J.C 2._._ 2.H.C 2.U.V 2.T.c	2.0 1.5 1.75 1.5 0.0 2.0 1.5 0.8	huːkj+hot	0	301	h uː k j + h o t	c v c c + c v c
395	OlutaPopoluca-40_heart-1	OlutaPopoluca	HEART	heart	hutukotə	hutukotə	h u t u k o t ə	3 7 1 7 1 7 1 7	AXBYBYBZ	HYTYKUTE	4	4.H.C 4.Y.V 4.T.C 4.Y.V 4.K.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hutukotə	0	303	h u t u k o t ə	c v c v c v c v
396	TexistepecZoque-40_heart-1	TexistepecZoque	HEART	heart	tsookoʔ	tsookoʔ	ts oː k o ʔ	2 7 1 7 1	AXBYN	CUKUH	10	10.C.C 10.U.V 10.K.C 10.U.V 10.H.c	2.0 1.5 1.75 1.3 0.8	tsoːkoʔ	0	300	ts oː k o ʔ - -	c v c v c
397	SoteapanZoque-40_heart-1	SoteapanZoque	HEART	heart	aanamah	aanamah	aː n a m a h	7 4 7 4 7 3	XBYBYN	ANAMAH	8	8.A.V 8.N.C 8.A.V 8.M.C 8.A.V 8.H.c	1.5 1.75 1.3 1.75 1.3 0.8	aːnamah	0	306	aː n a m a h	v c v c v c
398	SantaMariaChimalapaZoque-40_heart-1	SantaMariaChimalapaZoque	HEART	heart	tsokoʔy	tsokoʔy	ts o k o ʔ j	2 7 1 7 1 6	AXBYBC	CUKUHJ	6	6.C.C 6.U.V 6.K.C 6.U.V 6.H.C 6.J.C	2.0 1.5 1.75 1.3 1.75 1.5	tsokoʔj	0	300	ts o k o ʔ j -	c v c v c c
399	SanMiguelChimalapaZoque-40_heart-1	SanMiguelChimalapaZoque	HEART	heart	tsokoyʔ	tsokoyʔ	ts o k o j ʔ	2 7 1 7 6 1	AXBYLN	CUKUJH	5	5.C.C 5.U.V 5.K.C 5.U.V 5.J.c 5.H.c	2.0 1.5 1.75 1.3 1.1 0.8	tsokojʔ	0	300	ts o k o - j ʔ	c v c v c c
400	ChiapasZoque-40_heart-1	ChiapasZoque	HEART	heart	tsokoy	tsokoy	ts o k o j	2 7 1 7 6	AXBYN	CUKUJ	1	1.C.C 1.U.V 1.K.C 1.U.V 1.J.c	2.0 1.5 1.75 1.3 0.8	tsokoj	0	300	ts o k o - j -	c v c v c
#
1012	NorthHighlandMixe-102_heavy-1	NorthHighlandMixe	HEAVY	heavy	hemïts	hemïts	h e m ɨ ts	3 7 4 7 2	AXBYN	HEMIC	3	3.H.C 3.E.V 3.M.C 3.I.V 3.C.c	2.0 1.5 1.75 1.3 0.8	hemɨts	0	308	h e m ɨ - ts	c v c v c
1013	SouthHighlandMixe-102_heavy-1	SouthHighlandMixe	HEAVY	heavy	heʔmšy	heʔmšy	h e ʔ m ʃ j	3 7 1 4 3 6	AXBYBC	HEHMSJ	9	9.H.C 9.E.V 9.H.C 9.M.V 9.S.C 9.J.C	2.0 1.5 1.75 1.3 1.75 1.5	heʔmʃj	0	309	h e ʔ m ʃ j	c v c c c c
1014	LowlandMixe-102_heavy-1	LowlandMixe	HEAVY	heavy	hemšy	hemšy	h e m ʃ j	3 7 4 3 6	AXMBC	HEMSJ	2	2.H.C 2.E.V 2.M.c 2.S.C 2.J.C	2.0 1.5 1.1 1.75 1.5	hemʃj	0	309	h e - m ʃ j	c v c c c
1015	SayulaPopoluca-102_heavy-1	SayulaPopoluca	HEAVY	heavy	uʔts	uʔts	u ʔ ts	7 1 2	XBC	YHC	7	7.Y.V 7.H.C 7.C.C	1.5 1.75 1.5	uʔts	0	313	u ʔ ts	v c c
1016	TexistepecZoque-102_heavy-1	TexistepecZoque	HEAVY	heavy	tsaʔks-naʔ	tsaʔks-naʔ	ts a ʔ k s + n a ʔ	2 7 1 1 3 9 4 7 1	AXMBC_AXN	CAHKS_NAH	10	10.C.C 10.A.V 10.H.c 10.K.C 10.S.C 10._._ 10.N.C 10.A.V 10.H.c	2.0 1.5 1.1 1.75 1.5 0.0 2.0 1.5 0.8	tsaʔks+naʔ	0	314	ts a ʔ k s + n a ʔ	c v c c c + c v c
1017	SoteapanZoque-102_heavy-1	SoteapanZoque	HEAVY	heavy	tsakš-ñi	tsakš-ñi	ts a k ʃ + ɲ i	2 7 1 3 9 4 7	AXBC_AX	CAKS_NI	8	8.C.C 8.A.V 8.K.C 8.S.C 8._._ 8.N.C 8.I.V	2.0 1.5 1.75 1.5 0.0 2.0 1.5	tsakʃ+ɲi	0	314	ts a - k ʃ + ɲ i -	c v c c + c v
1018	SantaMariaChimalapaZoque-102_heavy-1	SantaMariaChimalapaZoque	HEAVY	heavy	hemets	hemets	h e m e ts	3 7 4 7 2	AXBYN	HEMEC	6	6.H.C 6.E.V 6.M.C 6.E.V 6.C.c	2.0 1.5 1.75 1.3 0.8	hemets	0	308	h e m e - ts	c v c v c
1019	SanMiguelChimalapaZoque-102_heavy-1	SanMiguelChimalapaZoque	HEAVY	heavy	hemeʔts	hemeʔts	h e m e ʔ ts	3 7 4 7 1 2	AXBYBC	HEMEHC	5	5.H.C 5.E.V 5.M.C 5.E.V 5.H.C 5.C.C	2.0 1.5 1.75 1.3 1.75 1.5	hemeʔts	0	308	h e m e ʔ ts	c v c v c c
1020	ChiapasZoque-102_heavy-1	ChiapasZoque	HEAVY	heavy	hemets	hemets	h e m e ts	3 7 4 7 2	AXBYN	HEMEC	1	1.H.C 1.E.V 1.M.C 1.E.V 1.C.c	2.0 1.5 1.75 1.3 0.8	hemets	0	308	h e m e - ts	c v c v c
#
401	NorthHighlandMixe-41_horn-1	NorthHighlandMixe	HORN (ANATOMY)	horn	vah	vah	v a h	3 7 3	AXN	BAH	3	3.B.C 3.A.V 3.H.c	2.0 1.5 0.8	vah	0	315	v a h -	c v c
402	SouthHighlandMixe-41_horn-1	SouthHighlandMixe	HORN (ANATOMY)	horn	wah	wah	w a h	6 7 3	AXN	WAH	9	9.W.C 9.A.V 9.H.c	2.0 1.5 0.8	wah	0	315	w a h -	c v c
403	LowlandMixe-41_horn-1	LowlandMixe	HORN (ANATOMY)	horn	muʔn	muʔn	m u ʔ n	4 7 1 4	AXBC	MYHN	2	2.M.C 2.Y.V 2.H.C 2.N.C	2.0 1.5 1.75 1.5	muʔn	0	316	m u ʔ n	c v c c
404	SayulaPopoluca-41_horn-1	SayulaPopoluca	HORN (ANATOMY)	horn	wah	wah	w a h	6 7 3	AXN	WAH	7	7.W.C 7.A.V 7.H.c	2.0 1.5 0.8	wah	0	315	w a h -	c v c
405	OlutaPopoluca-41_horn-1	OlutaPopoluca	HORN (ANATOMY)	horn	vaha	vaha	v a h a	3 7 3 7	AXBZ	BAHA	4	4.B.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	vaha	0	315	v a h a	c v c v
406	TexistepecZoque-41_horn-1	TexistepecZoque	HORN (ANATOMY)	horn	waaŋaʔ	waaŋaʔ	w aː ŋ a ʔ	6 7 4 7 1	AXBYN	WANAH	10	10.W.C 10.A.V 10.N.C 10.A.V 10.H.c	2.0 1.5 1.75 1.3 0.8	waːŋaʔ	0	319	w aː ŋ a ʔ	c v c v c
407	SanMiguelChimalapaZoque-41_horn-1	SanMiguelChimalapaZoque	HORN (ANATOMY)	horn	wekaʔ	wekaʔ	w e k a ʔ	6 7 1 7 1	AXBYN	WEKAH	5	5.W.C 5.E.V 5.K.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	wekaʔ	0	319	w e k a ʔ	c v c v c
408	ChiapasZoque-41_horn-1	ChiapasZoque	HORN (ANATOMY)	horn	waʔ	waʔ	w a ʔ	6 7 1	AXN	WAH	1	1.W.C 1.A.V 1.H.c	2.0 1.5 0.8	waʔ	0	315	w a ʔ -	c v c
#
409	NorthHighlandMixe-42_i-1	NorthHighlandMixe	I	I	əts	əts	ə ts	7 2	XN	EC	3	3.E.V 3.C.c	1.5 0.8	əts	0	321	ə ts	v c
410	SouthHighlandMixe-42_i-1	SouthHighlandMixe	I	I	əts	əts	ə ts	7 2	XN	EC	9	9.E.V 9.C.c	1.5 0.8	əts	0	321	ə ts	v c
411	LowlandMixe-42_i-1	LowlandMixe	I	I	əəč	əəč	əː tʃ	7 1	XN	ET	2	2.E.V 2.T.c	1.5 0.8	əːtʃ	0	321	əː tʃ	v c
412	SayulaPopoluca-42_i-1	SayulaPopoluca	I	I	əə, əəts	əə	əː	7	X	E	7	7.E.V	1.5	əː	0	326	əː	v
413	SayulaPopoluca-42_i-2	SayulaPopoluca	I	I	əə, əəts	əəts	əː ts	7 2	XN	EC	7	7.E.V 7.C.c	1.5 0.8	əːts	0	321	əː ts	v c
414	OlutaPopoluca-42_i-1	OlutaPopoluca	I	I	əəs	əəs	əː s	7 3	XN	ES	4	4.E.V 4.S.c	1.5 0.8	əːs	0	320	əː s	v c
415	TexistepecZoque-42_i-1	TexistepecZoque	I	I	ʔətsəʔ	ʔətsəʔ	ʔ ə ts ə ʔ	1 7 2 7 1	AXBYN	HECEH	10	10.H.C 10.E.V 10.C.C 10.E.V 10.H.c	2.0 1.5 1.75 1.3 0.8	ʔətsəʔ	0	325	ʔ ə ts ə ʔ	c v c v c
416	SoteapanZoque-42_i-1	SoteapanZoque	I	I	əč	əč	ə tʃ	7 1	XN	ET	8	8.E.V 8.T.c	1.5 0.8	ətʃ	0	321	ə tʃ	v c
417	SantaMariaChimalapaZoque-42_i-1	SantaMariaChimalapaZoque	I	I	ətstsiʔ	ətstsiʔ	ə tsː i ʔ	7 1 7 1	XBYN	ETIH	6	6.E.V 6.T.C 6.I.V 6.H.c	1.5 1.75 1.3 0.8	ətsːiʔ	0	325	- ə tsː i ʔ	v c v c
418	SanMiguelChimalapaZoque-42_i-1	SanMiguelChimalapaZoque	I	I	də-š	də-š	d ə + ʃ	1 7 9 3	AX_A	TE_S	5	5.T.C 5.E.V 5._._ 5.S.C	2.0 1.5 0.0 2.0	də+ʃ	0	324	d ə + ʃ	c v + c
419	ChiapasZoque-42_i-1	ChiapasZoque	I	I	əh	əh	ə h	7 3	XN	EH	1	1.E.V 1.H.c	1.5 0.8	əh	0	320	ə h	v c
#
420	NorthHighlandMixe-43_kill-1	NorthHighlandMixe	KILL	kill	yak-ʔook ~ yak-ʔooʔk	yak-ʔook	j a k + ʔ oː k	6 7 1 9 1 7 1	AXN_AXN	JAK_HUK	3	3.J.C 3.A.V 3.K.c 3._._ 3.H.C 3.U.V 3.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	jak+ʔoːk	0	329	j a k + ʔ oː - k	c v c + c v c
421	NorthHighlandMixe-43_kill-2	NorthHighlandMixe	KILL	kill	yak-ʔook ~ yak-ʔooʔk	yak-ʔooʔk	j a k + ʔ oː ʔ k	6 7 1 9 1 7 1 1	AXN_AXLN	JAK_HUHK	3	3.J.C 3.A.V 3.K.c 3._._ 3.H.C 3.U.V 3.H.c 3.K.c	2.0 1.5 0.8 0.0 2.0 1.5 1.1 0.8	jak+ʔoːʔk	0	329	j a k + ʔ oː ʔ k	c v c + c v c c
422	SouthHighlandMixe-43_kill-1	SouthHighlandMixe	KILL	kill	æk-ook	æk-ook	æ k + oː k	7 1 9 7 1	XN_XN	EK_UK	9	9.E.V 9.K.c 9._._ 9.U.V 9.K.c	1.5 0.8 0.0 1.5 0.8	æk+oːk	0	330	- æ k + oː - k	v c + v c
423	LowlandMixe-43_kill-1	LowlandMixe	KILL	kill	yah-ʔoʔok	yah-ʔoʔok	j a h + ʔ o ʔ o k	6 7 3 9 1 7 1 7 1	AXN_AXBYN	JAH_HUHUK	2	2.J.C 2.A.V 2.H.c 2._._ 2.H.C 2.U.V 2.H.C 2.U.V 2.K.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	jah+ʔoʔok	0	328	j a h + ʔ o ʔ o k	c v c + c v c v c
424	SayulaPopoluca-43_kill-1	SayulaPopoluca	KILL	kill	ag-oʔk	ag-oʔk	a g + o ʔ k	7 1 9 7 1 1	XN_XLN	AK_UHK	7	7.A.V 7.K.c 7._._ 7.U.V 7.H.c 7.K.c	1.5 0.8 0.0 1.5 1.1 0.8	ag+oʔk	0	330	- a g + o ʔ k	v c + v c c
425	OlutaPopoluca-43_kill-1	OlutaPopoluca	KILL	kill	yak-ook	yak-ook	j a k + oː k	6 7 1 9 7 1	AXN_XN	JAK_UK	4	4.J.C 4.A.V 4.K.c 4._._ 4.U.V 4.K.c	2.0 1.5 0.8 0.0 1.5 0.8	jak+oːk	0	330	j a k + oː - k	c v c + v c
426	TexistepecZoque-43_kill-1	TexistepecZoque	KILL	kill	yakaʔ	yakaʔ	j a k a ʔ	6 7 1 7 1	AXBYN	JAKAH	10	10.J.C 10.A.V 10.K.C 10.A.V 10.H.c	2.0 1.5 1.75 1.3 0.8	jakaʔ	0	336	j a k a ʔ	c v c v c
427	SoteapanZoque-43_kill-1	SoteapanZoque	KILL	kill	ik-kaʔ	ik-kaʔ	i k + k a ʔ	7 1 9 1 7 1	XN_AXN	IK_KAH	8	8.I.V 8.K.c 8._._ 8.K.C 8.A.V 8.H.c	1.5 0.8 0.0 2.0 1.5 0.8	ik+kaʔ	0	332	- i k + k a ʔ -	v c + c v c
428	SantaMariaChimalapaZoque-43_kill-1	SantaMariaChimalapaZoque	KILL	kill	yak-kaʔh	yak-kaʔh	j a k + k a ʔ h	6 7 1 9 1 7 1 3	AXN_AXBC	JAK_KAHH	6	6.J.C 6.A.V 6.K.c 6._._ 6.K.C 6.A.V 6.H.C 6.H.C	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5	jak+kaʔh	0	332	j a k + k a ʔ h	c v c + c v c c
429	SanMiguelChimalapaZoque-43_kill-1	SanMiguelChimalapaZoque	KILL	kill	yak-ʔoy	yak-ʔoy	j a k + ʔ o j	6 7 1 9 1 7 6	AXN_AXN	JAK_HUJ	5	5.J.C 5.A.V 5.K.c 5._._ 5.H.C 5.U.V 5.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	jak+ʔoj	0	329	j a k + ʔ o j -	c v c + c v c
430	ChiapasZoque-43_kill-1	ChiapasZoque	KILL	kill	yah-kaʔ	yah-kaʔ	j a h + k a ʔ	6 7 3 9 1 7 1	AXN_AXN	JAH_KAH	1	1.J.C 1.A.V 1.H.c 1._._ 1.K.C 1.A.V 1.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	jah+kaʔ	0	327	j a h + k a ʔ	c v c + c v c
#
431	NorthHighlandMixe-44_knee-1	NorthHighlandMixe	KNEE	knee	koš	koš	k o ʃ	1 7 3	AXN	KUS	3	3.K.C 3.U.V 3.S.c	2.0 1.5 0.8	koʃ	0	339	k o ʃ - - -	c v c
432	SouthHighlandMixe-44_knee-1	SouthHighlandMixe	KNEE	knee	koš	koš	k o ʃ	1 7 3	AXN	KUS	9	9.K.C 9.U.V 9.S.c	2.0 1.5 0.8	koʃ	0	339	k o ʃ - - -	c v c
433	LowlandMixe-44_knee-1	LowlandMixe	KNEE	knee	koškohwahk	koškohwahk	k o ʃ k o h w a h k	1 7 3 1 7 3 6 7 3 1	AXMBYBCYLN	KUSKUHWAHK	2	2.K.C 2.U.V 2.S.c 2.K.C 2.U.V 2.H.C 2.W.C 2.A.V 2.H.c 2.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.5 1.3 1.1 0.8	koʃkohwahk	0	338	k o ʃ k o h w a h k	c v c c v c c v c c
434	SayulaPopoluca-44_knee-1	SayulaPopoluca	KNEE	knee	košk	košk	k o ʃ k	1 7 3 1	AXLN	KUSK	7	7.K.C 7.U.V 7.S.c 7.K.c	2.0 1.5 1.1 0.8	koʃk	0	339	k o ʃ k - -	c v c c
435	OlutaPopoluca-44_knee-1	OlutaPopoluca	KNEE	knee	košo	košo	k o ʃ o	1 7 3 7	AXBZ	KUSU	4	4.K.C 4.U.V 4.S.C 4.U.V	2.0 1.5 1.75 0.8	koʃo	0	339	k o ʃ - o -	c v c v
436	TexistepecZoque-44_knee-1	TexistepecZoque	KNEE	knee	koosoʔ	koosoʔ	k oː s o ʔ	1 7 3 7 1	AXBYN	KUSUH	10	10.K.C 10.U.V 10.S.C 10.U.V 10.H.c	2.0 1.5 1.75 1.3 0.8	koːsoʔ	0	339	k oː s - o ʔ	c v c v c
437	SoteapanZoque-44_knee-1	SoteapanZoque	KNEE	knee	kooso	kooso	k oː s o	1 7 3 7	AXBZ	KUSU	8	8.K.C 8.U.V 8.S.C 8.U.V	2.0 1.5 1.75 0.8	koːso	0	339	k oː s - o -	c v c v
438	SantaMariaChimalapaZoque-44_knee-1	SantaMariaChimalapaZoque	KNEE	knee	koʔma	koʔma	k o ʔ m a	1 7 1 4 7	AXBCZ	KUHMA	6	6.K.C 6.U.V 6.H.C 6.M.C 6.A.V	2.0 1.5 1.75 1.5 0.8	koʔma	0	342	k o ʔ m a	c v c c v
439	SanMiguelChimalapaZoque-44_knee-1	SanMiguelChimalapaZoque	KNEE	knee	komaʔ	komaʔ	k o m a ʔ	1 7 4 7 1	AXBYN	KUMAH	5	5.K.C 5.U.V 5.M.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	komaʔ	0	341	k o m a ʔ	c v c v c
440	ChiapasZoque-44_knee-1	ChiapasZoque	KNEE	knee	tungupyoʔk	tungupyoʔk	t u n g u p j o ʔ k	1 7 4 1 7 1 6 7 1 1	AXMBYBCYLN	TYNKYPJUHK	1	1.T.C 1.Y.V 1.N.c 1.K.C 1.Y.V 1.P.C 1.J.C 1.U.V 1.H.c 1.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.5 1.3 1.1 0.8	tungupjoʔk	0	337	t u n g u p j o ʔ k	c v c c v c c v c c
#
441	NorthHighlandMixe-45_know-1	NorthHighlandMixe	KNOW	know	nəhava	nəhava	n ə h a v a	4 7 3 7 3 7	AXBYBZ	NEHABA	3	3.N.C 3.E.V 3.H.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nəhava	0	345	n ə h a v a	c v c v c v
